,Churn,Sexo_Biologico,Tiene_Tercera_Edad,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Tiene_Telefonia,Tiene_Multiples_Lineas,Servicio_Internet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Tipo_Contrato,PaperlessBilling,Metodo_Pago,Cuentas_Mensual,Cuentas_Total,Cuentas_Diarias,Tiene_Internet,Nro_Servicios
6455,0,0,0,0,0,6,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,73.85,401.3,2.46,1,3
6456,0,1,0,0,0,29,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.1,529.5,0.64,0,1
6457,0,1,0,1,1,39,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.2,987.95,0.84,0,2
6458,0,1,1,0,0,20,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.35,1745.2,2.81,1,4
6459,1,1,0,0,0,3,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,49.15,169.05,1.64,1,3
6460,0,0,0,0,0,52,1,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,59.45,3043.7,1.98,1,4
6461,0,1,0,1,0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,116.25,8564.75,3.88,1,9
6462,0,0,0,0,0,41,1,0,DSL,1,0,1,1,1,1,One year,1,Bank transfer (automatic),79.85,3320.75,2.66,1,7
6463,0,1,0,1,1,69,0,0,DSL,1,0,1,1,0,0,Two year,0,Mailed check,39.1,2779.5,1.3,1,4
6464,0,0,0,1,1,68,1,1,Fiber optic,0,1,1,0,0,0,Two year,1,Credit card (automatic),84.4,5746.75,2.81,1,5
6465,0,1,1,0,0,20,1,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,54.0,1055.9,1.8,1,4
6466,1,1,1,1,0,7,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.95,700.85,3.4,1,6
6467,0,1,0,0,0,35,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.6,754.0,0.69,0,1
6468,0,1,0,1,1,17,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.9,329.75,0.66,0,1
6469,0,0,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),49.55,49.55,1.65,1,3
6470,0,0,0,1,0,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.25,313.45,1.48,1,2
6471,0,0,0,0,0,62,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Credit card (automatic),115.05,7133.45,3.84,1,9
6472,0,1,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.0,25.0,0.83,0,2
6473,0,0,0,0,1,44,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.9,868.1,0.66,0,1
6474,0,1,0,0,0,39,0,0,DSL,0,0,1,1,0,0,One year,0,Mailed check,35.55,1309.15,1.18,1,3
6475,1,0,0,1,1,12,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,29.2,309.1,0.97,1,2
6476,0,0,0,1,1,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),109.2,7711.45,3.64,1,8
6477,0,1,0,1,1,47,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.05,951.55,0.67,0,1
6478,0,0,0,1,0,15,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,0,Electronic check,101.75,1669.4,3.39,1,6
6479,0,1,0,0,1,2,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.3,108.65,1.84,1,3
6480,0,1,1,1,0,54,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),24.95,1364.75,0.83,1,1
6481,0,0,0,1,0,69,1,0,Fiber optic,0,1,0,0,1,1,One year,1,Credit card (automatic),95.65,6744.2,3.19,1,5
6482,0,1,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),65.6,4566.5,2.19,1,7
6483,0,0,0,0,0,21,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.85,435.25,0.7,0,1
6484,0,1,0,0,0,3,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,21.2,52.05,0.71,0,1
6485,0,0,0,0,0,46,1,0,Fiber optic,1,1,1,0,1,0,One year,1,Credit card (automatic),95.65,4664.2,3.19,1,6
6486,0,1,1,1,0,34,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),71.55,2427.35,2.38,1,2
6487,1,1,0,1,0,31,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,0,Electronic check,93.8,3019.5,3.13,1,6
6488,0,1,0,1,1,72,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),107.7,7919.8,3.59,1,8
6489,0,0,0,0,0,37,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.85,784.25,0.66,0,1
6490,0,1,0,1,1,60,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.65,1161.75,0.65,0,1
6491,1,1,1,1,0,44,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,30.35,1359.7,1.01,1,2
6492,0,1,1,0,0,62,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),110.75,7053.35,3.69,1,8
6494,1,0,1,0,0,25,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.7,2187.55,2.99,1,5
6495,0,1,0,1,1,42,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,867.3,0.64,0,1
6496,0,1,0,0,0,25,1,0,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),99.3,2513.5,3.31,1,6
6497,0,0,0,1,1,18,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.95,1082.8,1.86,1,3
6498,1,0,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,83.3,803.3,2.78,1,4
6499,0,1,0,0,0,68,1,1,DSL,1,1,1,0,0,1,One year,0,Credit card (automatic),76.75,5233.25,2.56,1,7
6502,1,1,0,0,0,1,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Mailed check,84.6,84.6,2.82,1,4
6503,1,0,0,0,0,47,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.4,5127.95,3.55,1,7
6505,0,1,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.45,255.35,0.68,0,1
6506,1,0,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,79.65,152.7,2.66,1,3
6507,0,1,0,1,0,15,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),19.45,340.85,0.65,0,1
6508,1,0,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,78.65,78.65,2.62,1,3
6509,1,1,0,0,0,51,1,1,Fiber optic,1,1,0,0,1,0,One year,1,Electronic check,94.8,4837.6,3.16,1,6
6510,0,1,0,1,1,63,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.25,1573.05,0.84,0,2
6511,0,1,0,1,1,32,1,0,Fiber optic,1,1,1,0,0,1,One year,0,Mailed check,94.8,3131.55,3.16,1,6
6512,1,0,0,0,0,29,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),98.6,2933.2,3.29,1,6
6513,0,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.95,44.95,1.5,1,2
6514,0,0,0,1,0,41,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Bank transfer (automatic),104.45,4162.05,3.48,1,7
6516,0,0,0,0,1,50,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.15,970.85,0.67,0,1
6517,0,0,0,1,0,56,1,1,No,0,0,0,0,0,0,One year,0,Electronic check,24.3,1261.7,0.81,0,2
6518,0,0,0,1,1,57,1,0,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,95.0,5535.8,3.17,1,5
6519,0,1,0,0,1,3,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,55.9,157.55,1.86,1,4
6520,0,0,0,0,1,22,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.55,469.85,0.68,0,1
6521,0,1,0,1,1,36,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.1,930.95,0.84,0,2
6522,0,0,0,1,1,22,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.75,452.35,0.69,0,1
6523,0,0,0,1,0,70,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.45,1303.5,0.65,0,1
6524,0,0,0,0,0,14,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,50.45,765.45,1.68,1,3
6525,0,1,0,0,0,18,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.65,411.25,0.65,0,1
6526,0,0,0,0,0,23,1,1,DSL,0,0,0,1,1,1,One year,1,Mailed check,73.75,1756.6,2.46,1,6
6527,1,0,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.55,646.85,2.82,1,4
6528,0,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.15,20.15,0.67,0,1
6529,0,1,0,1,0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.1,8310.55,3.87,1,9
6530,1,0,0,1,1,4,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,56.5,235.1,1.88,1,4
6532,0,1,1,0,0,64,1,1,Fiber optic,0,0,1,1,1,1,One year,0,Electronic check,102.1,6688.1,3.4,1,7
6533,0,0,0,0,0,35,1,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,62.1,2096.1,2.07,1,4
6534,0,1,0,0,1,11,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,78.0,851.8,2.6,1,4
6535,0,1,0,0,0,27,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),100.5,2673.45,3.35,1,6
6536,0,1,0,1,0,64,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,105.25,6823.4,3.51,1,7
6537,0,0,0,0,0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,118.65,8477.6,3.96,1,9
6538,0,0,0,0,0,1,1,0,DSL,0,0,1,1,1,1,One year,0,Credit card (automatic),74.1,74.1,2.47,1,6
6539,1,0,1,1,1,34,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,79.6,2718.3,2.65,1,4
6540,0,0,0,0,0,69,1,1,DSL,1,1,0,1,0,0,Two year,1,Mailed check,66.9,4577.9,2.23,1,6
6541,0,0,0,0,0,9,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.05,651.5,2.3,1,2
6542,0,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,18.85,18.85,0.63,0,1
6543,1,1,0,1,0,1,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.35,50.35,1.68,1,4
6544,0,1,0,0,0,21,1,0,DSL,0,0,1,0,0,1,Month-to-month,0,Mailed check,61.65,1393.6,2.06,1,4
6545,0,0,0,0,1,13,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,56.0,764.55,1.87,1,4
6546,0,1,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.15,488.65,2.31,1,2
6547,1,0,0,0,0,3,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,58.9,0.84,1,1
6548,0,1,1,0,0,57,1,0,DSL,0,0,1,1,0,0,One year,1,Electronic check,53.5,3035.8,1.78,1,4
6549,1,0,1,0,0,11,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),89.7,1047.7,2.99,1,4
6550,0,0,0,1,1,19,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.15,387.7,0.67,0,1
6551,0,0,1,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),105.75,7629.85,3.52,1,7
6552,0,1,0,1,1,45,1,0,DSL,1,1,1,1,1,1,Two year,1,Mailed check,84.35,3858.05,2.81,1,8
6553,0,0,1,1,0,60,0,0,DSL,0,1,0,0,1,1,Two year,1,Credit card (automatic),49.45,2907.55,1.65,1,4
6554,0,1,0,0,0,42,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,79.9,3313.4,2.66,1,4
6555,0,0,0,0,1,48,0,0,DSL,0,1,1,0,0,1,Month-to-month,0,Credit card (automatic),45.55,2108.35,1.52,1,4
6556,0,0,0,0,0,55,1,0,DSL,0,1,1,0,0,1,Two year,1,Mailed check,64.75,3617.1,2.16,1,5
6557,1,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,79.55,79.55,2.65,1,3
6558,1,0,0,0,0,6,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),93.55,536.4,3.12,1,5
6559,1,1,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,18.95,185.6,0.63,0,1
6560,0,0,0,0,0,9,0,0,DSL,0,1,0,0,0,1,Month-to-month,0,Electronic check,40.75,359.4,1.36,1,3
6561,1,1,1,0,0,5,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,50.35,237.25,1.68,1,3
6562,0,0,0,1,0,43,1,0,DSL,1,0,1,1,1,1,Two year,1,Electronic check,78.8,3460.3,2.63,1,7
6563,0,1,0,0,0,7,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.05,152.95,0.84,0,2
6564,0,1,0,1,1,71,1,0,Fiber optic,1,1,1,1,1,0,Two year,0,Credit card (automatic),100.2,7209.0,3.34,1,7
6565,0,0,1,1,0,32,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,79.3,2570.0,2.64,1,4
6566,0,0,0,0,0,8,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.85,161.65,0.7,0,1
6567,0,1,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,108.2,7840.6,3.61,1,8
6568,1,0,0,0,0,12,1,1,DSL,0,0,0,1,1,1,One year,0,Mailed check,74.05,872.65,2.47,1,6
6569,0,0,0,0,0,51,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Bank transfer (automatic),107.45,5680.9,3.58,1,8
6570,1,1,0,0,0,39,0,0,DSL,1,1,0,1,1,0,Month-to-month,1,Credit card (automatic),48.95,1880.85,1.63,1,5
6571,0,1,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.1,53.05,0.64,0,1
6572,0,1,0,0,0,26,1,0,Fiber optic,0,1,0,0,0,0,One year,0,Bank transfer (automatic),75.5,2018.1,2.52,1,3
6573,0,1,0,0,0,35,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.75,739.9,0.69,0,1
6574,0,1,0,0,1,27,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.15,537.35,0.64,0,1
6575,1,1,0,0,0,3,1,0,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,69.35,191.35,2.31,1,5
6576,0,0,1,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Mailed check,81.5,162.55,2.72,1,3
6577,1,1,0,0,0,18,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),90.7,1597.25,3.02,1,5
6578,0,1,0,0,0,26,1,1,DSL,1,1,0,0,0,0,One year,0,Electronic check,61.55,1581.95,2.05,1,5
6579,0,0,1,1,0,65,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Credit card (automatic),109.4,7227.45,3.65,1,8
6580,0,1,0,0,0,41,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,89.2,3645.75,2.97,1,5
6581,1,1,0,0,0,67,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),116.2,7752.3,3.87,1,9
6582,0,1,0,1,1,22,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,88.75,1885.15,2.96,1,5
6583,0,0,0,1,1,64,1,0,DSL,1,0,0,1,1,0,One year,0,Mailed check,65.8,4068.0,2.19,1,5
6584,1,1,1,1,0,27,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),30.75,805.1,1.02,1,2
6585,1,0,0,0,0,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.6,291.9,3.22,1,5
6586,1,0,1,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.55,50.55,1.68,1,3
6587,0,0,1,1,0,65,1,0,Fiber optic,1,1,1,0,0,1,Month-to-month,0,Electronic check,94.4,6126.15,3.15,1,6
6588,0,0,0,0,0,24,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,94.6,2283.15,3.15,1,5
6589,0,0,0,0,0,51,0,0,DSL,0,1,1,0,1,1,One year,1,Credit card (automatic),56.4,2928.5,1.88,1,5
6590,1,1,1,1,0,13,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.25,1233.65,3.18,1,5
6591,1,0,0,1,1,61,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.4,1182.55,0.65,0,1
6592,0,1,0,1,0,72,1,1,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),78.85,5763.15,2.63,1,8
6593,0,0,0,1,0,69,1,1,No,0,0,0,0,0,0,One year,1,Electronic check,26.3,1763.55,0.88,0,2
6594,0,1,0,1,1,44,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.6,926.0,0.69,0,1
6595,0,0,0,0,0,70,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),26.05,1856.4,0.87,0,2
6596,0,0,0,1,1,40,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.15,777.35,0.67,0,1
6597,0,1,0,1,0,61,1,1,DSL,1,0,1,1,0,1,Two year,0,Credit card (automatic),75.35,4729.3,2.51,1,7
6598,0,1,0,1,0,23,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),59.95,1406.0,2.0,1,4
6599,0,0,0,1,0,72,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),110.15,7881.2,3.67,1,8
6600,0,1,0,1,1,62,1,0,DSL,1,1,1,1,1,1,Two year,0,Electronic check,86.1,5215.25,2.87,1,8
6601,0,1,0,1,1,50,0,0,DSL,1,0,0,0,1,0,Month-to-month,1,Credit card (automatic),39.45,2021.35,1.32,1,3
6602,0,1,1,1,0,64,1,1,Fiber optic,0,0,1,1,1,1,Two year,0,Electronic check,102.1,6538.45,3.4,1,7
6604,0,1,0,0,0,47,1,1,Fiber optic,1,1,0,1,1,0,Month-to-month,0,Mailed check,100.75,4669.2,3.36,1,7
6605,1,0,0,0,0,54,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,0,Electronic check,111.1,6014.85,3.7,1,8
6606,0,0,0,1,1,47,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.25,873.4,0.68,0,1
6607,0,1,0,0,0,58,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.8,1212.25,0.69,0,1
6608,0,1,0,1,1,34,1,1,DSL,0,0,1,0,1,1,One year,0,Bank transfer (automatic),77.2,2753.8,2.57,1,6
6609,0,0,0,0,0,60,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.0,1505.05,0.83,0,2
6610,0,0,0,1,1,12,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),58.35,740.55,1.94,1,4
6611,1,1,1,1,0,68,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.3,7299.65,3.51,1,7
6612,0,1,0,1,1,64,1,0,DSL,1,0,1,1,1,0,Two year,0,Mailed check,69.25,4447.75,2.31,1,6
6613,0,1,0,0,0,22,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),24.85,493.4,0.83,0,2
6614,0,0,0,0,0,11,1,0,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Electronic check,94.2,999.9,3.14,1,6
6615,0,0,0,0,0,15,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.15,1415.0,3.34,1,6
6616,1,0,0,0,0,5,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),81.0,389.6,2.7,1,3
6617,0,1,0,1,0,14,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),48.8,664.4,1.63,1,3
6618,0,0,0,0,0,23,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,54.4,1249.25,1.81,1,4
6619,1,0,0,1,0,50,1,1,Fiber optic,1,1,0,1,1,1,One year,0,Electronic check,108.55,5610.7,3.62,1,8
6620,0,1,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.4,50.6,0.65,0,1
6621,1,0,0,1,1,17,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.45,1451.6,2.85,1,4
6622,0,1,0,0,0,59,1,1,DSL,0,0,1,0,0,0,Two year,0,Credit card (automatic),54.15,3116.15,1.8,1,4
6623,0,1,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.75,19.75,0.66,0,1
6624,1,0,0,0,0,15,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,55.7,899.8,1.86,1,4
6625,0,1,0,1,0,61,1,1,DSL,0,1,1,0,1,1,One year,1,Electronic check,79.8,4914.8,2.66,1,7
6626,0,0,0,1,0,1,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,53.55,53.55,1.78,1,4
6627,0,0,0,1,1,10,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),26.1,225.55,0.87,0,2
6628,0,0,0,0,0,69,1,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),82.45,5555.3,2.75,1,7
6629,0,0,1,0,0,35,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.55,2419.0,2.35,1,2
6630,0,0,0,1,0,48,1,0,DSL,0,1,1,0,0,1,One year,1,Electronic check,65.65,3094.65,2.19,1,5
6631,0,1,0,1,1,72,1,1,DSL,1,1,1,1,0,1,Two year,0,Credit card (automatic),81.0,5750.0,2.7,1,8
6632,0,1,0,1,0,62,1,1,Fiber optic,1,1,0,0,0,1,One year,0,Electronic check,96.1,6001.45,3.2,1,6
6633,0,1,0,0,0,40,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,51.1,2092.9,1.7,1,3
6635,0,1,1,1,0,16,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),85.05,1391.15,2.84,1,4
6637,1,0,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Mailed check,85.45,85.45,2.85,1,4
6638,0,1,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,114.0,8093.15,3.8,1,9
6639,0,1,0,1,0,44,1,0,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),59.85,2603.95,2.0,1,5
6640,0,0,0,0,0,59,1,0,Fiber optic,0,0,1,0,1,1,Two year,0,Electronic check,95.8,5655.45,3.19,1,5
6641,0,0,1,0,0,18,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Credit card (automatic),103.6,1806.35,3.45,1,7
6642,0,0,0,0,0,23,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),98.7,2249.1,3.29,1,6
6643,1,1,1,1,0,7,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.5,676.7,2.98,1,4
6644,0,1,0,0,0,51,1,0,Fiber optic,1,0,0,0,1,0,One year,0,Mailed check,86.35,4267.15,2.88,1,4
6645,0,1,0,1,1,64,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.7,1274.05,0.66,0,1
6646,0,1,0,1,0,69,1,0,DSL,1,1,1,1,1,1,Two year,1,Mailed check,84.7,5878.9,2.82,1,8
6647,1,1,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.45,24.45,0.82,1,1
6648,0,1,1,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.2,37.2,0.64,0,1
6649,0,0,0,1,1,35,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,106.9,3756.45,3.56,1,7
6650,0,1,0,1,1,26,1,0,Fiber optic,0,0,0,0,0,1,One year,0,Bank transfer (automatic),78.95,2034.25,2.63,1,3
6651,0,0,0,1,0,26,0,0,DSL,1,1,1,0,1,0,One year,0,Bank transfer (automatic),47.85,1190.5,1.6,1,5
6652,1,0,0,1,1,49,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Mailed check,100.45,4941.8,3.35,1,6
6653,0,0,0,1,0,68,1,0,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),79.6,5515.8,2.65,1,7
6654,0,1,0,0,0,44,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),68.85,2958.95,2.3,1,2
6655,0,0,0,0,0,29,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.35,601.6,0.64,0,1
6656,0,0,0,1,1,24,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,55.15,1319.85,1.84,1,4
6657,0,0,0,1,1,14,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.55,372.45,0.85,0,2
6658,0,1,0,0,0,56,1,0,DSL,1,0,1,0,0,0,One year,0,Mailed check,52.7,3019.7,1.76,1,4
6659,0,0,0,0,0,6,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.65,116.85,0.65,0,1
6660,0,1,0,0,0,6,1,0,DSL,1,0,1,1,1,1,Two year,1,Mailed check,80.25,493.4,2.68,1,7
6661,0,0,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.0,1753.0,0.83,0,2
6662,0,1,0,1,1,43,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),104.3,4451.85,3.48,1,7
6663,1,0,0,1,0,41,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),113.6,4594.95,3.79,1,9
6665,0,0,0,0,0,15,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,48.85,736.8,1.63,1,3
6666,0,0,0,0,0,22,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),84.15,1821.95,2.8,1,4
6667,0,0,1,1,0,44,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Electronic check,104.15,4495.65,3.47,1,7
6668,0,1,0,0,0,12,1,1,DSL,0,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),74.75,827.05,2.49,1,6
6669,0,0,0,1,1,52,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.6,1012.4,0.65,0,1
